record_id,org_name,street,city,postcode,website,phone,industry,hardness
r0206,Sterling Instruments & Co,96 Mill Lane,Glasgow,M85 2HE,www.sterlinginstrument.co.uk,+44 1260 349775,chemicals,canonical
r0207,Ashcroft Logistics LLP,60 Canal Street,Dundee,L24 3HF,www.ashcroftlogistics.co.uk,+44 1894 197208,food-production,canonical
r0208,HE Corp,51 Mill Lane,Norwich,G40 6BH,www.harrowengineering.co.uk,+44 1622 871752,food-production,acronym
r0209,Redgate Instruments Corp,108 High Street,Leeds,L87 5HJ,www.redgateinstruments.co.uk,+44 1706 525308,chemicals,legal_form
r0210,Thornton Packaging & Co,113 Queens Park,Cardiff,E69 6BF,www.thorntonpackaging.co.uk,+44 1239 487703,chemicals,legal_form
r0211,Penhale Solutions PLC,125 High Street,Dundee,E70 3AA,www.penhalegroup.co.uk,+44 1408 946572,wholesale,parent_sub
r0212,Quarrenden Engineering LLP,117 Foundry Road,Derby,D43 3GG,www.quarrendenengineer.co.uk,+44 1298 142963,logistics,legal_form
r0213,"Engineering, Quarrenden Limited",117 Foundry Road,Derby,D43 3GG,www.quarrendenengineer.co.uk,+44 1757 655779,logistics,word_order
r0214,"Logistics, Oakhampton Ltd",116 Victoria Road,Plymouth,S8 8GE,www.oakhamptonlogistic.co.uk,+44 1836 181212,logistics,word_order
r0215,Mowbray Partners Ltd.,29 Canal Street,Norwich,S24 7JE,www.mowbray.co.uk,+44 1973 715140,chemicals,common_token
r0216,Mowbray Instruments Incorporated,7 Foundry Road,Bristol,G72 2JA,www.mowbrayinstruments.co.uk,+44 1964 257427,logistics,legal_form
r0217,Acme Manufacturing Incorporated,24 Mill Lane,Swansea,B52 8FB,www.acmemanufacturing.co.uk,+44 1662 128693,food-production,legal_form
r0218,Netherby Solutions Corp,60 Kings Way,Plymouth,G19 5AJ,www.netherby.co.uk,+44 1642 745142,food-production,common_token
r0219,NE Incorporated,85 High Street,Norwich,N62 1DH,www.netherbyengineerin.co.uk,+44 1258 562223,manufacturing,acronym
r0220,Northern Plastics Ltd,5 Victoria Road,Glasgow,L29 5EG,www.northernplastics.co.uk,+44 1424 958906,food-production,legal_form
r0221,"Engineering, Harrow Limited",14 Queens Park,Dundee,S60 5AG,www.harrowengineering.co.uk,+44 1272 976426,wholesale,word_order
r0222,Sterling Foods PLC,111 Queens Park,Dundee,G39 4DB,www.sterlingfoods.co.uk,+44 1829 116649,chemicals,abbrev
r0223,RP Corp,23 Kings Way,Leeds,N52 1JG,www.rushmoorpackaging.co.uk,+44 1348 311133,engineering,acronym
r0224,HP & Co,190 Station Road,Cardiff,E61 4AH,www.harrowplastics.co.uk,+44 1231 809659,food-production,acronym
r0225,Acme Manufacturing Ltd,24 Mill Lane,Swansea,B52 8FB,www.acmemanufacturing.co.uk,+44 1928 839312,food-production,canonical
r0226,Ashcroft Logistics Ltd.,134 Queens Park,Cardiff,E25 8BJ,www.ashcroftlogistics.co.uk,+44 1738 699620,chemicals,canonical
r0227,Quarrenden Manufacturing,143 High Street,Cardiff,,,,chemicals,missing
r0228,Elmhurst Instruments LLP,1 Victoria Road,Leeds,L75 3JF,www.elmhurstinstrument.co.uk,+44 1253 465809,manufacturing,canonical
r0229,Langmere Instruments,23 High Street,Sheffield,,,,wholesale,missing
r0230,Jarrow Holdings Incorporated,164 Canal Street,Bristol,M2 3JA,www.jarrow.co.uk,+44 1556 677998,food-production,common_token
r0231,Harrow Engineering LLP,51 Mill Lane,Norwich,G40 6BH,www.harrowengineering.co.uk,+44 1918 204409,food-production,legal_form
r0232,Sterling Packaging Ltd.,150 Queens Park,Cardiff,S16 5EH,www.sterlingpackaging.co.uk,+44 1740 618772,chemicals,canonical
r0233,Harrow Plastics Limited,190 Station Road,Cardiff,E61 4AH,www.harrowplastics.co.uk,+44 1716 779569,food-production,canonical
r0234,Jarrow Motors Inc,91 Queens Park,Glasgow,G75 6HH,www.jarrowmotors.co.uk,+44 1101 622026,manufacturing,legal_form
r0235,Kirkland Motors PLC,114 Kings Way,Dundee,N46 8DB,www.kirklandmotors.co.uk,+44 1583 544726,manufacturing,legal_form
r0236,Cavendish Packaging & Co,162 Mill Lane,Leeds,L9 2FG,www.cavendishpackaging.co.uk,+44 1641 878764,wholesale,canonical
r0237,Pinnacle Engineering & Co,18 Kings Way,Sheffield,S74 2GG,www.pinnacleengineerin.co.uk,+44 1216 125193,engineering,legal_form
r0238,Thornton Foods,132 Foundry Road,Bristol,,,,wholesale,missing
r0239,Ashcroft Motors Corporation,192 Kings Way,Glasgow,M33 6AD,www.ashcroftmotors.co.uk,+44 1312 950660,logistics,legal_form
r0240,HM LLP,168 Station Road,Dundee,L41 5EB,www.harrowmanufacturin.co.uk,+44 1491 641917,manufacturing,acronym
r0241,Langmere Instruments Corp,124 Station Road,Swansea,B52 7AB,www.langmereinstrument.co.uk,+44 1124 670676,chemicals,canonical
r0242,Redgate Textiles PLC,178 Queens Park,Leeds,E47 7JB,www.redgatetextiles.co.uk,+44 1466 211814,wholesale,canonical
r0243,Redgate Motors PLC,160 Queens Park,Glasgow,A43 2HE,www.redgatemotors.co.uk,+44 1583 630859,chemicals,canonical
r0244,Colville Chem LLP,5 Victoria Road,Norwich,L83 4BB,www.colvillechemicals.co.uk,+44 1282 479397,chemicals,abbrev
r0245,Baxter Logistics PLC,39 Queens Park,Leeds,D84 3BG,www.baxterlogistics.co.uk,+44 1369 913804,food-production,canonical
r0246,Thornton Packaging Ltd.,46 Foundry Road,Derby,D48 8GF,www.thorntonpackaging.co.uk,+44 1863 583571,engineering,canonical
r0247,Redgate Instruments Inc,120 High Street,Leeds,L2 4AJ,www.redgateinstruments.co.uk,+44 1745 669933,food-production,legal_form
r0248,Jarrow Logistics Limited,183 Mill Lane,Cardiff,L33 6BD,www.jarrowlogistics.co.uk,+44 1287 982642,engineering,legal_form
r0249,Stanbridge Engineering Ltd.,184 Station Road,Glasgow,N40 5FH,www.stanbridgeengineer.co.uk,+44 1868 492608,food-production,canonical
r0250,Hollingsworth Instruments LLP,110 Queens Park,Glasgow,S57 1HH,www.hollingsworthinstr.co.uk,+44 1770 773806,chemicals,canonical
r0251,Elmhurst Plastics PLC,129 Queens Park,Leeds,A71 5EG,www.elmhurstplastics.co.uk,+44 1595 693908,manufacturing,abbrev
r0252,"Chemicals, Draycott & Co",109 Station Road,Glasgow,G18 8AB,www.draycottchemicals.co.uk,+44 1575 164829,logistics,word_order
r0253,Jarrow Logistics PLC,183 Mill Lane,Cardiff,L33 6BD,www.jarrowlogistics.co.uk,+44 1160 778922,engineering,canonical
r0254,Draycott Services PLC,102 Mill Lane,Norwich,N73 8GF,www.draycottgroup.co.uk,+44 1229 192758,manufacturing,parent_sub
r0255,"Logistics, Jarrow Incorporated",160 Queens Park,Plymouth,D51 3EH,www.jarrowlogistics.co.uk,+44 1562 280314,food-production,word_order
r0256,Netherby Motors Corporation,197 Foundry Road,Derby,S1 2DG,www.netherbymotors.co.uk,+44 1311 358562,chemicals,legal_form
r0257,Draycott Holdings Limited,187 Mill Lane,Sheffield,E84 1AA,www.draycott.co.uk,+44 1682 866840,food-production,common_token
r0258,Baxter Logistics & Co,59 Kings Way,Plymouth,S86 5JG,www.baxterlogistics.co.uk,+44 1895 344756,engineering,canonical
r0259,"Instruments, Rushmoor Corporation",169 Victoria Road,Sheffield,B83 4DB,www.rushmoorinstrument.co.uk,+44 1143 725631,food-production,word_order
r0260,Harrow Packaging & Co,147 Kings Way,Dundee,L7 2JH,www.harrowpackaging.co.uk,+44 1871 690730,chemicals,canonical
r0261,Hollingsworth Textiles Ltd,25 Foundry Road,Dundee,M24 7DH,www.hollingsworthtexti.co.uk,+44 1399 149747,manufacturing,canonical
r0262,Penhale Eng Corporation,65 Victoria Road,Cardiff,B43 6DA,www.penhaleengineering.co.uk,+44 1696 663695,food-production,abbrev
r0263,Sterling Holdings Inc,158 Queens Park,Derby,G39 1BB,www.sterling.co.uk,+44 1614 517496,manufacturing,common_token
r0264,"Textiles, Rushmoor Inc",26 Mill Lane,Norwich,G1 5EH,www.rushmoortextiles.co.uk,+44 1169 784931,manufacturing,word_order
r0265,Ashcroft Group Inc,165 Foundry Road,Leeds,L46 6DJ,www.ashcroft.co.uk,+44 1327 475217,engineering,common_token
r0266,Northern Logistics Corp,12 Kings Way,Sheffield,S45 2HA,www.northernlogistics.co.uk,+44 1248 729238,chemicals,legal_form
r0267,Quarrenden Eng Ltd,117 Foundry Road,Derby,D43 3GG,www.quarrendenengineer.co.uk,+44 1751 633429,logistics,abbrev
r0268,Penhale Textiles Corp,161 Canal Street,Swansea,N45 3JH,www.penhaletextiles.co.uk,+44 1123 498042,manufacturing,branch
r0269,Colville Plastics Incorporated,68 Queens Park,Dundee,B72 2AB,www.colvilleplastics.co.uk,+44 1363 920529,manufacturing,canonical
r0270,Garrick Manufacturing PLC,8 Kings Way,Glasgow,D53 1GE,www.garrickmanufacturi.co.uk,+44 1405 642312,wholesale,canonical
r0271,Langmere Instr Corp,124 Station Road,Swansea,B52 7AB,www.langmereinstrument.co.uk,+44 1995 229564,chemicals,abbrev
r0272,Hollingsworth Chemicals,77 Station Road,Plymouth,,,,engineering,missing
r0273,Rushmoor Manufacturing,132 High Street,Dundee,,,,manufacturing,missing
r0274,IL Corporation,77 Kings Way,Cardiff,L84 5AA,www.inglebylogistics.co.uk,+44 1518 766566,chemicals,acronym
r0275,Harrow Engineering,14 Queens Park,Dundee,,,,wholesale,missing
r0276,Penhale Textiles Limited,199 Mill Lane,Cardiff,B23 5GH,www.penhaletextiles.co.uk,+44 1306 920550,engineering,legal_form
r0277,Northern Textiles Corp,54 Kings Way,Norwich,L45 2DH,www.northerntextiles.co.uk,+44 1300 629224,engineering,canonical
r0278,"Logistics, Jarrow PLC",183 Mill Lane,Cardiff,L33 6BD,www.jarrowlogistics.co.uk,+44 1951 188571,engineering,word_order
r0279,Penhale Solutions Corporation,65 Victoria Road,Cardiff,B43 6DA,www.penhalegroup.co.uk,+44 1410 575786,food-production,parent_sub
r0280,Jarrow Holdings Incorporated,174 High Street,Dundee,B24 1GA,www.jarrow.co.uk,+44 1713 686292,chemicals,common_token
r0281,Jarrow Logistics Incorporated,160 Queens Park,Plymouth,D51 3EH,www.jarrowlogistics.co.uk,+44 1734 273206,food-production,canonical
r0282,Kirkland Manufacturing Corp,84 Kings Way,Derby,S61 4BJ,www.kirklandmanufactur.co.uk,+44 1130 678613,food-production,canonical
r0283,Cavendish Pkg Inc,36 Station Road,Cardiff,N28 1JG,www.cavendishpackaging.co.uk,+44 1444 585116,manufacturing,abbrev
r0284,Quarrenden Engineering,117 Foundry Road,Derby,,,,logistics,missing
r0285,MT PLC,57 Victoria Road,Norwich,A90 3DD,www.mowbraytextiles.co.uk,+44 1506 822122,engineering,acronym
r0286,Ashcroft Motors Limited,192 Kings Way,Glasgow,M33 6AD,www.ashcroftmotors.co.uk,+44 1313 321568,logistics,canonical
r0287,Harrow Engineering Inc,14 Queens Park,Dundee,S60 5AG,www.harrowengineering.co.uk,+44 1105 577232,wholesale,legal_form
r0288,Fairbourne Solutions LLP,132 Victoria Road,Swansea,G2 1AF,www.fairbourne.co.uk,+44 1970 692941,engineering,common_token
r0289,Baxter Logistics Incorporated,39 Queens Park,Leeds,D84 3BG,www.baxterlogistics.co.uk,+44 1546 746239,food-production,legal_form
r0290,Penhale Manufacturing PLC,75 Kings Way,Norwich,A27 1JJ,www.penhalemanufacturi.co.uk,+44 1594 543711,food-production,canonical
r0291,Rushmoor Instruments Incorporated,175 Victoria Road,Swansea,M37 5BA,www.rushmoorinstrument.co.uk,+44 1442 539585,food-production,legal_form
r0292,Acme Textiles,199 Canal Street,Bristol,,,,logistics,missing
r0293,"Chemicals, Langmere Ltd.",116 Canal Street,Dundee,B33 7BE,www.langmerechemicals.co.uk,+44 1164 691058,chemicals,word_order
r0294,"Plastics, Jarrow LLP",179 High Street,Bristol,S72 6BG,www.jarrowplastics.co.uk,+44 1728 455469,manufacturing,word_order
r0295,Colville Foods & Co,32 Mill Lane,Sheffield,M2 6FF,www.colvillefoods.co.uk,+44 1174 651446,logistics,abbrev
r0296,Cavendish Textiles Corp,185 Station Road,Glasgow,N72 4HF,www.cavendishtextiles.co.uk,+44 1528 830439,manufacturing,legal_form
r0297,Stanbridge Engineering,56 High Street,Derby,,,,engineering,missing
r0298,Penhale Engineering PLC,65 Victoria Road,Cardiff,B43 6DA,www.penhaleengineering.co.uk,+44 1694 554723,food-production,legal_form
r0299,"Chemicals, Langmere Corporation",30 Queens Park,Bristol,L19 8HG,www.langmerechemicals.co.uk,+44 1484 339498,logistics,word_order
r0300,Stanbridge Logistics PLC,128 Mill Lane,Glasgow,M85 1JH,www.stanbridgelogistic.co.uk,+44 1576 151114,chemicals,branch
r0301,"Packaging, Fairbourne Corporation",140 Canal Street,Bristol,S80 3FF,www.fairbournepackagin.co.uk,+44 1123 345780,engineering,word_order
r0302,Colville Foods Inc,25 Foundry Road,Swansea,A74 1AD,www.colvillefoods.co.uk,+44 1996 598203,logistics,abbrev
r0303,Rushmoor Foods,171 Kings Way,Swansea,,,,manufacturing,missing
r0304,Elmhurst Motors Limited,103 Canal Street,Sheffield,E71 7ED,www.elmhurstmotors.co.uk,+44 1525 130049,engineering,branch
r0305,Jarrow Chemicals Ltd,110 Canal Street,Swansea,B53 3AG,www.jarrowchemicals.co.uk,+44 1796 816952,chemicals,legal_form
r0306,Stanbridge Logistics PLC,86 Queens Park,Sheffield,D96 2FB,www.stanbridgelogistic.co.uk,+44 1796 663818,chemicals,canonical
r0307,Fairbourne Packaging Corporation,67 Victoria Road,Derby,G79 8EJ,www.fairbournepackagin.co.uk,+44 1330 433027,engineering,branch
r0308,II Limited,40 High Street,Cardiff,G28 3JB,www.inglebyinstruments.co.uk,+44 1480 625474,engineering,acronym
r0309,Ashcroft Textiles,154 Canal Street,Derby,,,,wholesale,missing
r0310,Acme Logistics Inc,52 Kings Way,Bristol,A8 3ED,www.acmelogistics.co.uk,+44 1101 133279,manufacturing,canonical
r0311,Hollingsworth Instruments,93 Canal Street,Glasgow,,,,manufacturing,missing
r0312,"Chemicals, Garrick & Co",113 Canal Street,Glasgow,E74 6FF,www.garrickchemicals.co.uk,+44 1645 947099,chemicals,word_order
r0313,Sterling Log. Inc,49 Queens Park,Derby,A56 5DE,www.sterlinglogistics.co.uk,+44 1564 790670,chemicals,abbrev
r0314,Langmere Chemicals Corporation,30 Queens Park,Bristol,L19 8HG,www.langmerechemicals.co.uk,+44 1752 517344,logistics,canonical
r0315,Redgate Services Incorporated,54 Queens Park,Glasgow,N23 7DD,www.redgate.co.uk,+44 1958 683446,engineering,common_token
r0316,Acme Engineering Incorporated,87 Kings Way,Leeds,A98 1EE,www.acmeengineering.co.uk,+44 1583 411575,food-production,legal_form
r0317,Hollingsworth Services Ltd.,151 Queens Park,Plymouth,B56 3HG,www.hollingsworthgroup.co.uk,+44 1334 852637,wholesale,parent_sub
r0318,Jarrow Logistics Ltd.,109 Mill Lane,Derby,L11 1DF,www.jarrowlogistics.co.uk,+44 1778 838446,food-production,canonical
r0319,Ingleby Foods Ltd,130 Station Road,Cardiff,E63 4HJ,www.inglebyfoods.co.uk,+44 1240 227745,food-production,legal_form
r0320,Quarrenden Textiles,120 Station Road,Cardiff,,,,logistics,missing
r0321,Rushmoor Mfg LLP,132 High Street,Dundee,D9 8HA,www.rushmoormanufactur.co.uk,+44 1621 494185,manufacturing,abbrev
r0322,Kirkland Packaging Ltd,16 Station Road,Plymouth,N96 4HB,www.kirklandpackaging.co.uk,+44 1702 556743,food-production,legal_form
r0323,JC Corporation,110 Canal Street,Swansea,B53 3AG,www.jarrowchemicals.co.uk,+44 1665 309852,chemicals,acronym
r0324,Cavendish Textiles & Co,185 Station Road,Glasgow,N72 4HF,www.cavendishtextiles.co.uk,+44 1526 286929,manufacturing,canonical
r0325,Elmhurst Manufacturing Incorporated,16 Queens Park,Dundee,S6 6DA,www.elmhurstmanufactur.co.uk,+44 1416 963817,chemicals,canonical
r0326,Draycott Manufacturing,102 Mill Lane,Norwich,,,,manufacturing,missing
r0327,Draycott Mfg Inc,18 High Street,Bristol,N8 7JE,www.draycottmanufactur.co.uk,+44 1989 215022,logistics,abbrev
r0328,Oakhampton Manufacturing LLP,91 Foundry Road,Dundee,M30 7AB,www.oakhamptonmanufact.co.uk,+44 1341 733937,logistics,branch
r0329,Redgate Instr LLP,108 High Street,Leeds,L87 5HJ,www.redgateinstruments.co.uk,+44 1324 995254,chemicals,abbrev
r0330,Harrow Plastics Limited,116 Victoria Road,Leeds,S40 3BH,www.harrowplastics.co.uk,+44 1923 701327,engineering,branch
r0331,Draycott Services & Co,163 Foundry Road,Plymouth,S79 7HH,www.draycottgroup.co.uk,+44 1267 612277,engineering,parent_sub
r0332,QT & Co,120 Station Road,Cardiff,S1 7DF,www.quarrendentextiles.co.uk,+44 1177 792789,logistics,acronym
r0333,Elmhurst Chemicals Inc,110 Kings Way,Glasgow,N17 4BJ,www.elmhurstchemicals.co.uk,+44 1665 434607,logistics,branch
r0334,Colville Chemicals Limited,5 Victoria Road,Norwich,L83 4BB,www.colvillechemicals.co.uk,+44 1718 284072,chemicals,legal_form
r0335,Blackwell Textiles Inc,158 Victoria Road,Bristol,E40 4BJ,www.blackwelltextiles.co.uk,+44 1849 580226,chemicals,legal_form
r0336,Quarrenden Manufacturing & Co,17 High Street,Norwich,D40 1BD,www.quarrendenmanufact.co.uk,+44 1425 802130,manufacturing,legal_form
r0337,"Instruments, Redgate Incorporated",120 High Street,Leeds,L2 4AJ,www.redgateinstruments.co.uk,+44 1238 106801,food-production,word_order
r0338,Rushmoor Packaging Ltd.,23 Kings Way,Leeds,N52 1JG,www.rushmoorpackaging.co.uk,+44 1256 986806,engineering,legal_form
r0339,Langmere Instruments LLP,23 High Street,Sheffield,L18 7BF,www.langmereinstrument.co.uk,+44 1203 243796,wholesale,legal_form
r0340,"Textiles, Jarrow Limited",153 Victoria Road,Norwich,N36 5FF,www.jarrowtextiles.co.uk,+44 1206 390729,manufacturing,word_order
r0341,Stanbridge Engineering PLC,56 High Street,Derby,B39 5BE,www.stanbridgeengineer.co.uk,+44 1123 665074,engineering,legal_form
r0342,"Packaging, Hollingsworth Ltd",114 Victoria Road,Cardiff,S27 8JJ,www.hollingsworthpacka.co.uk,+44 1716 529990,wholesale,word_order
r0343,Pinnacle Foods,152 Foundry Road,Sheffield,,,,wholesale,missing
r0344,"Manufacturing, Kirkland Ltd",11 Queens Park,Norwich,L61 7FA,www.kirklandmanufactur.co.uk,+44 1257 756540,manufacturing,word_order
r0345,Ashcroft Logistics PLC,134 Queens Park,Cardiff,E25 8BJ,www.ashcroftlogistics.co.uk,+44 1130 619175,chemicals,legal_form
r0346,Pinnacle Foods Limited,152 Foundry Road,Sheffield,B1 4FE,www.pinnaclefoods.co.uk,+44 1426 754488,wholesale,canonical
r0347,JL Incorporated,109 Mill Lane,Derby,L11 1DF,www.jarrowlogistics.co.uk,+44 1481 520502,food-production,acronym
r0348,Jarrow Motors & Co,91 Queens Park,Glasgow,G75 6HH,www.jarrowmotors.co.uk,+44 1991 440986,manufacturing,canonical
r0349,Kirkland Packaging PLC,16 Station Road,Plymouth,N96 4HB,www.kirklandpackaging.co.uk,+44 1602 494638,food-production,canonical
r0350,AF Incorporated,155 Mill Lane,Plymouth,D20 2EF,www.ashcroftfoods.co.uk,+44 1906 363975,wholesale,acronym
r0351,Harrow Plastics Corporation,190 Station Road,Cardiff,E61 4AH,www.harrowplastics.co.uk,+44 1539 924746,food-production,legal_form
r0352,Ingleby Textiles PLC,97 Station Road,Glasgow,D44 6DD,www.inglebytextiles.co.uk,+44 1602 278977,wholesale,abbrev
r0353,HT LLP,25 Foundry Road,Dundee,M24 7DH,www.hollingsworthtexti.co.uk,+44 1104 920475,manufacturing,acronym
r0354,Mowbray Logistics & Co,140 Mill Lane,Plymouth,B68 8HD,www.mowbraylogistics.co.uk,+44 1370 717009,chemicals,legal_form
r0355,Baxter Logistics LLP,59 Kings Way,Plymouth,S86 5JG,www.baxterlogistics.co.uk,+44 1213 842157,engineering,legal_form
r0356,Mowbray Instr Ltd,7 Foundry Road,Bristol,G72 2JA,www.mowbrayinstruments.co.uk,+44 1914 100962,logistics,abbrev
r0357,Colville Logistics Ltd.,158 Victoria Road,Plymouth,G78 3JD,www.colvillelogistics.co.uk,+44 1680 204070,logistics,legal_form
r0358,Cavendish Eng Inc,84 Station Road,Sheffield,M73 5HJ,www.cavendishengineeri.co.uk,+44 1821 669787,engineering,abbrev
r0359,CP Corporation,68 Queens Park,Dundee,B72 2AB,www.colvilleplastics.co.uk,+44 1702 125234,manufacturing,acronym
r0360,"Logistics, Baxter & Co",59 Kings Way,Plymouth,S86 5JG,www.baxterlogistics.co.uk,+44 1271 551447,engineering,word_order
r0361,Colville Chemicals Corporation,106 Kings Way,Bristol,N69 6AF,www.colvillechemicals.co.uk,+44 1333 316303,logistics,canonical
r0362,Stanbridge Textiles Ltd,77 Foundry Road,Cardiff,G78 2ED,www.stanbridgetextiles.co.uk,+44 1346 527786,manufacturing,abbrev
r0363,Colville Logistics Corporation,99 Kings Way,Plymouth,E27 4AG,www.colvillelogistics.co.uk,+44 1813 565982,food-production,canonical
r0364,Draycott Manufacturing Inc,18 High Street,Bristol,N8 7JE,www.draycottmanufactur.co.uk,+44 1635 247158,logistics,canonical
r0365,Rushmoor Instruments Corp,169 Victoria Road,Sheffield,B83 4DB,www.rushmoorinstrument.co.uk,+44 1970 695343,food-production,legal_form
r0366,SP Ltd.,39 Kings Way,Sheffield,D25 7EA,www.stanbridgeplastics.co.uk,+44 1753 873615,logistics,acronym
r0367,"Foods, Thornton PLC",132 Foundry Road,Bristol,S69 6FA,www.thorntonfoods.co.uk,+44 1747 781375,wholesale,word_order
r0368,SL PLC,49 Queens Park,Derby,A56 5DE,www.sterlinglogistics.co.uk,+44 1966 715640,chemicals,acronym
r0369,Acme Chemicals Limited,22 Foundry Road,Plymouth,L94 5JD,www.acmechemicals.co.uk,+44 1552 746062,chemicals,canonical
r0370,Jarrow Instruments Incorporated,92 Canal Street,Leeds,D20 8FB,www.jarrowinstruments.co.uk,+44 1649 306212,food-production,legal_form
r0371,Thornton Pkg Ltd.,46 Foundry Road,Derby,D48 8GF,www.thorntonpackaging.co.uk,+44 1433 853180,engineering,abbrev
r0372,Harrow Manufacturing Ltd,168 Station Road,Dundee,L41 5EB,www.harrowmanufacturin.co.uk,+44 1689 969680,manufacturing,canonical
r0373,Netherby Services LLP,33 Queens Park,Plymouth,L82 6DD,www.netherbygroup.co.uk,+44 1456 933655,manufacturing,parent_sub
r0374,Elmhurst Chem Inc,8 Station Road,Bristol,E78 1GE,www.elmhurstchemicals.co.uk,+44 1140 361145,logistics,abbrev
r0375,Draycott Instruments Inc,110 Victoria Road,Dundee,G53 8GF,www.draycottinstrument.co.uk,+44 1819 451767,manufacturing,canonical
r0376,"Textiles, Mowbray Limited",57 Victoria Road,Norwich,A90 3DD,www.mowbraytextiles.co.uk,+44 1510 952964,engineering,word_order
r0377,Draycott Eng Corp,118 Kings Way,Glasgow,L74 7EA,www.draycottengineerin.co.uk,+44 1731 973121,wholesale,abbrev
r0378,HI Ltd,110 Queens Park,Glasgow,S57 1HH,www.hollingsworthinstr.co.uk,+44 1237 177114,chemicals,acronym
r0379,Ashcroft Logistics Inc,110 Canal Street,Glasgow,E74 3JG,www.ashcroftlogistics.co.uk,+44 1655 846859,logistics,canonical
r0380,Cavendish Instruments,124 Kings Way,Swansea,,,,wholesale,missing
r0381,Langmere Engineering Ltd.,63 Kings Way,Sheffield,B70 8DG,www.langmereengineerin.co.uk,+44 1106 649149,manufacturing,canonical
r0382,Garrick Manufacturing & Co,8 Kings Way,Glasgow,D53 1GE,www.garrickmanufacturi.co.uk,+44 1221 597898,wholesale,legal_form
r0383,Cavendish Engineering Incorporated,28 Kings Way,Norwich,A78 1FE,www.cavendishengineeri.co.uk,+44 1148 277123,engineering,branch
r0384,JI Ltd.,92 Canal Street,Leeds,D20 8FB,www.jarrowinstruments.co.uk,+44 1122 179780,food-production,acronym
r0385,Sterling Systems Inc,49 Queens Park,Derby,A56 5DE,www.sterlinggroup.co.uk,+44 1879 603160,chemicals,parent_sub
r0386,Netherby Motors,197 Foundry Road,Derby,,,,chemicals,missing
r0387,BT LLP,158 Victoria Road,Bristol,E40 4BJ,www.blackwelltextiles.co.uk,+44 1332 857148,chemicals,acronym
r0388,"Textiles, Cavendish & Co",185 Station Road,Glasgow,N72 4HF,www.cavendishtextiles.co.uk,+44 1692 495487,manufacturing,word_order
r0389,Sterling Instruments PLC,136 Victoria Road,Norwich,A44 4DE,www.sterlinginstrument.co.uk,+44 1199 818664,wholesale,branch
r0390,Sterling Instruments,150 Victoria Road,Plymouth,,,,wholesale,missing
r0391,Acme Foods Ltd,139 Victoria Road,Leeds,D41 1EH,www.acmefoods.co.uk,+44 1764 606736,manufacturing,abbrev
r0392,Acme Textiles PLC,57 Canal Street,Sheffield,G88 7GE,www.acmetextiles.co.uk,+44 1137 732410,engineering,canonical
r0393,"Manufacturing, Draycott PLC",102 Mill Lane,Norwich,N73 8GF,www.draycottmanufactur.co.uk,+44 1514 140531,manufacturing,word_order
r0394,Northern Textiles,54 Kings Way,Norwich,,,,engineering,missing
r0395,Pinnacle Manufacturing Inc,103 Foundry Road,Glasgow,S69 7EA,www.pinnaclemanufactur.co.uk,+44 1951 877256,logistics,branch
r0396,"Instruments, Sterling PLC",150 Victoria Road,Plymouth,S8 8EH,www.sterlinginstrument.co.uk,+44 1716 267562,wholesale,word_order
r0397,Hollingsworth Packaging LLP,151 Queens Park,Plymouth,B56 3HG,www.hollingsworthpacka.co.uk,+44 1713 474686,wholesale,legal_form
r0398,Kirkland Textiles Inc,126 Kings Way,Plymouth,G24 5AF,www.kirklandtextiles.co.uk,+44 1373 277346,manufacturing,canonical
r0399,"Packaging, Thornton Corp",186 Station Road,Norwich,S79 1JF,www.thorntonpackaging.co.uk,+44 1268 253616,wholesale,word_order
r0400,Thornton Manufacturing Ltd.,137 Station Road,Derby,M27 8ED,www.thorntonmanufactur.co.uk,+44 1780 330339,wholesale,legal_form
r0401,Thornton Instruments Incorporated,94 High Street,Leeds,G88 1HG,www.thorntoninstrument.co.uk,+44 1152 190621,manufacturing,legal_form
r0402,Pinnacle Foods Corp,152 Foundry Road,Sheffield,B1 4FE,www.pinnaclefoods.co.uk,+44 1857 240227,wholesale,legal_form
r0403,Harrow Instr Ltd,61 Queens Park,Plymouth,G51 8AD,www.harrowinstruments.co.uk,+44 1870 952669,logistics,abbrev
r0404,Acme Motors Ltd.,193 Foundry Road,Derby,M4 3GJ,www.acmemotors.co.uk,+44 1718 110175,wholesale,canonical
r0405,Hollingsworth Instruments,57 Victoria Road,Dundee,,,,manufacturing,missing
r0406,"Textiles, Acme PLC",57 Canal Street,Sheffield,G88 7GE,www.acmetextiles.co.uk,+44 1254 788942,engineering,word_order
r0407,Northern Logistics Ltd,12 Kings Way,Sheffield,S45 2HA,www.northernlogistics.co.uk,+44 1581 918955,chemicals,canonical
r0408,Pinnacle Chem PLC,194 High Street,Norwich,M70 3BB,www.pinnaclechemicals.co.uk,+44 1789 231595,engineering,abbrev
r0409,JM Ltd,91 Queens Park,Glasgow,G75 6HH,www.jarrowmotors.co.uk,+44 1884 262344,manufacturing,acronym
r0410,Draycott Instruments PLC,110 Victoria Road,Dundee,G53 8GF,www.draycottinstrument.co.uk,+44 1321 997779,manufacturing,legal_form
r0411,Jarrow Plastics & Co,179 High Street,Bristol,S72 6BG,www.jarrowplastics.co.uk,+44 1614 126514,manufacturing,legal_form
